Time, Username, Tweet, Replies, Retweets, Likes, Language, urlStatus
Mar 30,@heyfebila,@IndosatCare setiap mau registrasi paket internet selalu gagal. Jadi saya abis aktivasi paket nelpon sepuasbya ke sesama Indosat. Tapi kecewa sekali kenapa malah gabisa aktivasi internet ya? Jadi saya mau STOP langganan paket nelponnya aja gimana caranya ya?pic.twitter.com/Hz3RL7hBR5,0,0,0,Indonesian,https://twitter.com/heyfebila/status/979739903863877632
Mar 30,@liliapris,"@IndosatCare sinyalku sering “no service”, sering pula aku migrasi pake hp lain dengan operator merah utk internetan . Sudah lakuin step yg disarankan CS tapi tetep kyk gini. Mungkin aku hrus join PRIME biar koneksi internetku diprioritasin pic.twitter.com/9o0y7GVCDn",1,0,0,Indonesian,https://twitter.com/liliapris/status/979724285823541248
Mar 30,@aprlmm,"@IndosatCare min barusan saya isi pulsa, terus udah ada notif pulsa masuk. Pas cek pulsa tulisannya Rp 0. Padahal belum daftar paket/dipake apa2. Terimakasih.",2,0,0,Indonesian,https://twitter.com/aprlmm/status/979716634892910593
Mar 30,@TriElezen,"@IndosatCare malam min, mau nanya kenapa nomor saya sering banget otomatis daftar ke layanan yg gak jelas padahal gak pernah ngerasa daftar. Call center 185 sibuk terus dr tadipic.twitter.com/PJaUvmxfOz",0,0,0,Indonesian,https://twitter.com/TriElezen/status/979716043575717889
Mar 30,@JagBet_,"@IndosatCare apakah nggak mau balas pertanyaan saya. Barusan cek berkurang lagi. Pulsa saya gunakan untuk internet, tlp mau pun sms.pic.twitter.com/xpKzxmfaXr",0,0,0,Indonesian,https://twitter.com/JagBet_/status/979707543587926017
Mar 30,@sabilasabi,"Maaf, ini maksudnya apa ya? Ko tiba2 ada primejoy? Saya ga pernah daftar sama sekali. Cara unregnya gimana ya? Mohon kerjasamanya. Terima kasihpic.twitter.com/cnIjmyVWmV",0,0,0,Indonesian,https://twitter.com/sabilasabi/status/979698968224415744
Mar 30,@atha_rezzelia,Daftar kembali?? .. yellow udh ga mncul d dftar *123# dan pulsa q trpotong itu berarti saat yellow itu masih aktf donk.. krn pemberitahuan paket off dan plsa trpotong itu hampir bersamaan..,1,0,0,Indonesian,https://twitter.com/atha_rezzelia/status/979687734192164865
Mar 30,@senjahariii,"@IndosatCare halo admin, jika data utk paket sy seperti ini. Kuota utama ini maksudnya kuota reguler ya? Jadi bisa dipake pagi siang malam? Thankspic.twitter.com/dU5N2PiCts",1,0,0,Indonesian,https://twitter.com/senjahariii/status/979658227930443777
Mar 30,@Gin_Adimidjaja,"@IndosatCare Sudah sejak awal kejadian, saya restart hp nya setiap hari. Kemarin2 saya di Jakarta, rumah di Jl. Sasak 2; kantor di Menara BCA, Thamrin. Sekarang saya lagi di bandar lampung. Teman2 saya yang pra-bayar bisa 4g. Saya yang pasca-bayar malah edge terus...https://twitter.com/IndosatCare/status/979648376823312384 …",0,0,0,Indonesian,https://twitter.com/Gin_Adimidjaja/status/979651263049515008
Mar 30,@Mom_ofmoon,"@IndosatCare Dear min, barusan saya beli perdana dgn isi 1gb lalu sama mbak nya di aktivasi.. setelah sampe rumah saya nyalakan hp kok tdk ada sinyal fan tdk bs browsing.. tlng bantu cek dari sana ,nmr nya 085855263309 posisi di desa pagotan, geger madiun .. mksh",0,0,0,Indonesian,https://twitter.com/Mom_ofmoon/status/979613182888108032
Mar 30,@MrWahyuPrasetya,"@IndosatCare Maaf ini untuk transaksi apa ya? Karena jam segitu, saya tidak mengaktifkan ponsel. Terima kasih. cc: @MediaKonsumenID @YLKI_ID @KonsumenPintar @Konsumen_Pedulipic.twitter.com/kRBbtQkfh0",0,0,0,Indonesian,https://twitter.com/MrWahyuPrasetya/status/979606414388731904
Mar 30,@Rama_zhoyu,"@IndosatCare Min ini kenapa ya saya beli pulsa 50ribu. Trus paketan sebelumnya udah abis seminggu yg lalu, nomer saya ini blm dipaketin gapernah dipake sma dan nelfon, gapernah pake aneh2, gapernah pake pulsa SOS. Tapi berkurang gitu. Kenapa ya? mohon di jawabpic.twitter.com/vidVlwNPOP",1,0,0,Indonesian,https://twitter.com/Rama_zhoyu/status/979601924159778817
Mar 30,@Fandafebriana,@IndosatCare kenapa ya pulsa saya ketarik padahal mobile data saya matiin tp malah ada penarikan pulsa karna penggunaan internet. Mohon bantuannyapic.twitter.com/1TjevWIEON,0,0,0,Indonesian,https://twitter.com/Fandafebriana/status/979577953947287552
Mar 30,@cahyacay_,"@IndosatCare hallo kak , kenapa sudah 2 hari ini , internet indosat lemot banget ya ? mohon di cek ya kak",0,1,0,Indonesian,https://twitter.com/cahyacay_/status/979531653084164096
Mar 30,@nnuurrs,@IndosatCare kak kenapa ya kok saya udah isi pulsa dari kemarin malam sebesar 50 rb blm masuk smpe skrg? Saya membayarnya melalui atm bca. Td udh tlp pihak bca nya katanya transaksi saya memang sudah berhasil dan harus konfirmasi ke indosatnya. Bisa diproses kak?,1,0,0,Indonesian,https://twitter.com/nnuurrs/status/979500621286928384
Mar 30,@yaser_rizki,"Bisa kirim nomer via dm ? Tak ada keterangan pemotongan sama sekali, tiba-tiba hilang saja setelah saya cek pulsa. Awal 40rb lalu turun bertahap jadi 23rb, 19rb, lalu 4rb. Pagi ini saya cek lagi malah turun hingga ke 2rb padahal saya tidak pernah pakai sms dan telepon sama sekalipic.twitter.com/Hh5QtbH5yh",0,0,0,Indonesian,https://twitter.com/yaser_rizki/status/979489714666221568
Mar 30,@SiLussyPutri,@IndosatCare min indosat lgi gangguan ya ?? Dari kmren lemot banget,0,1,0,Indonesian,https://twitter.com/SiLussyPutri/status/979471655616458752
Mar 29,@akb_amalnab,Pulsa hilang lagi nih min @IndosatCare ,1,0,1,Indonesian,https://twitter.com/akb_amalnab/status/979348729495826433
Mar 29,@galiartha,@IndosatCare ini buat browsing ko gak bisa yak? Buat twitteran bisa. Kuota masi penuh padahal. Meh.pic.twitter.com/4NnPzaD8aN,2,0,0,Indonesian,https://twitter.com/galiartha/status/979342202424852480
Mar 29,@ridwanadit,@IndosatCare cek dm min cc: @aduanBRTI,1,0,0,,https://twitter.com/ridwanadit/status/979327416937033732
Mar 29,@endahoctaviani,@IndosatCare halo aku beli pulsa 12k di tgl 27. dan aku pakai 2500 untuk kuota 3 hari dan aku gaada pake buat apa2 pagi ini akucek pulsa tinggal 5k. sore sekitar jam 4 akucek lagi tinggal 700 perak. sering bgt kayak gini. ini bukan sekali tp dah berkali-kali.pic.twitter.com/X8dTBezZSW,1,0,0,Indonesian,https://twitter.com/endahoctaviani/status/979321447716827137
Mar 29,@aldy18th,"@IndosatCare permisi satu lagi, knpa saya dpt sms ini? Saya tidak pernah memakai atau pakai internet dgn indosat, dan parahnya pulsa say beneran KEPOTONG!!  ini ada apa sih??pic.twitter.com/JwQqqfoHQm",0,0,0,Indonesian,https://twitter.com/aldy18th/status/979288237230366720
Mar 29,@ariez_RJA,"@IndosatCare pulsa saya kenapa ilang2 terus..,",0,0,1,Indonesian,https://twitter.com/ariez_RJA/status/979285533095444480
Mar 29,@SvtDini,"Tolong ini Bapak/Ibu @kemkominfo  dan @YLKI_ID bagaimana sudah banyak yang bertanya tp tidak ada respon dari @IndosatCare, mau tlp 185 nmr tsb sdh tdk aktif",9,4,7,Indonesian,https://twitter.com/SvtDini/status/979237223412330496
Mar 29,@bungwentar,"Woyyy, pulsa gue yang kepotong balikin..",4,0,2,Indonesian,https://twitter.com/bungwentar/status/979218738644856832
Mar 29,@regazindo,Iklan teroooosss... sinyal ancoooorrr... bayar ga boleh telat... pelayanan kayak babik.. nelepon CS ngomong nya ga bisa santai boss.... nada nya malah tinggi dan ga solving problem... INDOSAT BABIK,1,2,11,Indonesian,https://twitter.com/regazindo/status/979213194244759552
Mar 29,@hudhoyo_sama,"KECEWA,di jogja dr kmrn sore sinyal LEMOOOOT",0,1,4,Indonesian,https://twitter.com/hudhoyo_sama/status/979213065408233472
Mar 29,@MNHanifah,JANGAN DIBACAA DOANG,0,1,4,Indonesian,https://twitter.com/MNHanifah/status/979212354624696320
Mar 29,@merariesta,keluhan saya gimana min pulsa ilang ga ada respon,6,5,7,Indonesian,https://twitter.com/merariesta/status/979211336377864192
Mar 29,@galih_wangmi,@IndosatCare saya sudah registrasi ulang ke 4444 tapi blm dibalas sampai nomor saya diblokir ini gimana ya ?,1,0,0,Indonesian,https://twitter.com/galih_wangmi/status/979192730474594304
Mar 29,@yumi_ceria,"@IndosatCare min, kenapa pulsa saya tiba-tiba hilang, jumlahnya 47.700 padahal kuota internet masih ada, gak dipake nlp n SMS juga. Tolong pulsanya dikembalikan min..",0,0,0,Indonesian,https://twitter.com/yumi_ceria/status/979183161836892160
Mar 29,@TeguhYXZR,"Ini sudah penghinaan besar min, dipikirnya gue masih jomblo ga laku, hidup gue monoton ga berwarna, trus sok tau gue di tuduh bau mulut... Brengsek ini Indosat ",0,0,1,Indonesian,https://twitter.com/TeguhYXZR/status/979152396268978177
Mar 29,@TeguhYXZR,"Numpang usil min, cam mana nih pic.twitter.com/V3OKCoAoUk",1,0,1,Indonesian,https://twitter.com/TeguhYXZR/status/979151693555232768
Mar 29,@dhonyfadli,"Gk penting banget min pakek alibi Voucher Tokopedia..Gak mutu program nya..msh banyak cr dapetin voucher onlineshop yang tidak dngn motong pulsa secara paksa.
Miskin amat sih smp segininya nyuri2 pulsa ke customer ?
#Indosatmalingpulsa",0,0,1,Indonesian,https://twitter.com/dhonyfadli/status/979126844086784000
Mar 29,@Lessa404,"Balikin pulsa gua, dan tolong unreg apapun yg bisa ngabisin pulsa gajelas",0,3,2,Indonesian,https://twitter.com/Lessa404/status/979053311683801088
Mar 29,@riko_1611,"Caranya gak harus tiba-tiba potong pulsa kan? Wong ngedaftar ke PRIME FIRST jg enggak, tau-tau pulsa 53 rb raib tanpa konfirmasi. Tanpa prime first jg sinyalnya OK kok.
Kembalikan pulsa saya ",0,2,0,Indonesian,https://twitter.com/riko_1611/status/979041311830388736
Mar 28,@nurultryani,@IndosatCare lo cuma berani balesin komplen pelanggan yang ga kehilangan pulsa ya? BALESIN DONG KOMPLEN YANG KEHILANGAN PULSA DAN TIBA-TIBA KE REGIST PRIME!,1,2,0,Indonesian,https://twitter.com/nurultryani/status/979039329229062144
Mar 28,@irfansurnata,Tolong kembalikan pulsa saya yg hilang,0,4,4,Indonesian,https://twitter.com/irfansurnata/status/979033020974825472
Mar 28,@anakkamera,Udah dibilang ga butuh PRIME...,1,1,2,Indonesian,https://twitter.com/anakkamera/status/978967001581346816
Mar 28,@ESputra95,Balikin pulsa gue,0,0,0,,https://twitter.com/ESputra95/status/978964696874156032
Mar 28,@OreoAndAndroid,"Hahaha..SILAKAN BACA DM SAYA.. 
SDH 3 HARI GK DI RESPON MINTA DM LAGI 
Kalian EMANG GILA",0,0,2,Indonesian,https://twitter.com/OreoAndAndroid/status/978957511876255746
Mar 28,@HariS02855099,Kmu itu pmbohong indosat,0,0,1,Indonesian,https://twitter.com/HariS02855099/status/978951436754083840
Mar 28,@adinugraaaha,"@IndosatCare kak saya mau tanya kenapa nomer m3 saya tiba-tiba ""tidak ada layanan"" sinyalnya juga hilang ada tanda (x), dicoba waktu dihubungi ada jawaban ""nomer yang anda hubungi tidak ada"" apakah nomer saya sudah hangus? apa bisa diperbaiki? nomor saya 085722151011",1,0,1,Indonesian,https://twitter.com/adinugraaaha/status/978894333263929346
Mar 28,@rismawulan17,"Min kok pulsaku sering ilang, udh bbrp kali  tiap isi plsa selalu kesedot 2200. Tlg dicek.",1,1,0,Indonesian,https://twitter.com/rismawulan17/status/978890072337670145
Mar 28,@ReyanAnwar,"Ga bisa mas,bukan cuman tinggal off hp jaringan balik ke normal lg. Semua udh di coba caranya,emg jaringannya jelek aja",2,0,2,Indonesian,https://twitter.com/ReyanAnwar/status/978879726407307264
Mar 28,@OreoAndAndroid,"FOR ALL..
BUAT PETISI UNTUK KRITIK PERLAKUAN INDOSAT.. ..",2,5,4,Indonesian,https://twitter.com/OreoAndAndroid/status/978874810389483521
Mar 28,@Supiyah99522779,Jaringan benerin dulu g usah banyak promo,0,0,1,Indonesian,https://twitter.com/Supiyah99522779/status/978872798960672768
Mar 28,@onxafn,"Woy tuyul pulsa gw kagak balik malah ngiklan mulu mana DM juga ga di bales

Nomer im3 gw di daftarin ke telkomsel atau xl bisa ga ya....",1,2,2,Indonesian,https://twitter.com/onxafn/status/978872091771637760
Mar 28,@gema_gibran,"Wkwkwkwk tanggapin tuhh keluhan konsumen. Jangan diem aja. Ngasih benefit bla bla bla bla ehhhh pulsa konsumen hilang. Gak ada gunanya benefit itu, bung. Cukup balikin pulsa konsumen dan jgn sampe terulang lg!!!! Noob!!",0,0,1,Indonesian,https://twitter.com/gema_gibran/status/978869110556758016
Mar 28,@SyaikhonKarim,Setiap saya dm gk pernah dibls,0,0,2,Indonesian,https://twitter.com/SyaikhonKarim/status/978866569186103302
Mar 28,@tikarky,Pulsa saya hilang 60 ribu,4,1,2,Indonesian,https://twitter.com/tikarky/status/978863635069009925
Mar 28,@kentangrebus_,"Bodo amat, pulsa ilang mulu",1,0,3,Indonesian,https://twitter.com/kentangrebus_/status/978859186959409152
Mar 28,@sarifv691,"maaf tidak butuh benefit itu, gratis telpn sepuasnya kok ke 185 emang mau ngapain telfonan sama operator ??",2,0,5,Indonesian,https://twitter.com/sarifv691/status/978857243050414082
Mar 28,@rizkia_rdh,Aku udah pakai indosat sejak kelas 5 sd sampai sekarang kuliah semester 6. Dan ini bener2 pelayanan terburuk indosat,0,0,3,Indonesian,https://twitter.com/rizkia_rdh/status/978855780693823488
Mar 28,@restuwib,Huuuu provider ahli sedot pulsa reguler,4,1,6,Indonesian,https://twitter.com/restuwib/status/978855693691359233
Mar 28,@D_Pamungkas17,"Aduhhh makin hari makin ngga jelas, pulsa sering ilang",1,1,0,Indonesian,https://twitter.com/D_Pamungkas17/status/978817241448792064
Mar 28,@rindagultom,@IndosatCare min sy 2 hari ini udh jd fakir wifi gegara paket kuota yg sy daftarkan tidak jalan pdhl berhasil teregistrasi ditambah juga ini tetap deduct pulsa saya jika dijalankan paket data. 2x nelpon ke indosat jg ga ada ngaru kyknyapic.twitter.com/VhYGiSC1eW,0,1,0,Indonesian,https://twitter.com/rindagultom/status/978773429489827840
Mar 27,@anjarleo88,"Katanya prioritas jaringan ..kok smkin hari mkin menurun min ??? sudah krim nmr via dm jg blm ad tanggapan apa"" ...pic.twitter.com/trKD4xRTi7",1,0,1,Indonesian,https://twitter.com/anjarleo88/status/978635405691006976
Mar 27,@WahyuAji_Oo,Kapan pulsaku dibalikin min @IndosatCare?? Udh hampir seminggu. Tak tagihh ntar di akhirat kalo gak dibalikin.,1,1,1,Indonesian,https://twitter.com/WahyuAji_Oo/status/978618875171368960
Mar 27,@rheef89,@IndosatCare selamat mlm min...knpa pulsa saya kesedot ya..pdhl gak buat apa2 ...hbis isi ulang 50rb...kok tau2 kesedotpic.twitter.com/iVC5GRo4fh,0,0,1,Indonesian,https://twitter.com/rheef89/status/978613632291414016
Mar 27,@haumahu,"https://inet.detik.com/telecommunication/d-3939936/brti-selidiki-kasus-potong-pulsa-indosat …

Buntut persoalan pemotongan pulsa yang diklaim pelanggan karena merasa tidak pernah mendaftar skema tarif baru Prime, membuat BRTI memanggil perwakilan Indosat.",0,5,1,Indonesian,https://twitter.com/haumahu/status/978600851383054336
Mar 27,@riezaislami,"Nih jaringan sya 4G+ ya kliatan dg jelas kan?? Tp sdh hampir 2-3 minggu ini super lemout!! Mw browsing aja kudu logOut smua akun medsos. Mw complain tlp 185 gak bisa, email via myim3 gagal mulu. Bingung mesti complain k mana lg ya?? #mengecewakan!!!pic.twitter.com/Vm7oIG1iYv",3,2,0,Indonesian,https://twitter.com/riezaislami/status/978585783371116544
Mar 27,@VadimBermuda,"langkah simpel mengatasi maling pulsa,
step 1 cabut kartu sim dari hp
step 2 lempar ke tong sampah
step 3 enjoy",1,2,1,Indonesian,https://twitter.com/VadimBermuda/status/978560359173783555
Mar 27,@sanatariya,Emang bego nih semua pekerja indosat. Banyak masalahnya. Ditelpon juga gak nyambung.,3,1,2,Indonesian,https://twitter.com/sanatariya/status/978550919716421633
Mar 27,@PramonoSulis,"Mulai skrng beli perdana dri provider lain aja dulu, trus pelan2 kasih tau orang2 klo nomer kita ganti, klo dirasa sudah cukup, trus buang deh nomer indosat kamu.",3,3,11,Indonesian,https://twitter.com/PramonoSulis/status/978537771173376000
Mar 27,@murdooski,mau bangkrut ya? makanya malingin pulsa pelanggan lewat prime. benefit prime aja gak jelas & gak guna juga buat pelanggan. 9 tahun saya gak ganti nomor. kalo bukan nomor lama juga saya udh ganti provider deh. prime = maling ,5,5,18,Indonesian,https://twitter.com/murdooski/status/978537674540593153
Mar 27,@bernardhadi_s,"ternyata hobinya nilep, ga hanya paket prime, gue ikutan paket yellow juga ditileppic.twitter.com/N028jfte8S",0,4,5,Indonesian,https://twitter.com/bernardhadi_s/status/978536423912628224
Mar 27,@kubusIDE,"Yg mau UNREG PRIMELITE gimana?
sy gk butuh macem2, cuma u/ internet dan nelpon/sms sesekali.",0,0,1,Indonesian,https://twitter.com/kubusIDE/status/978533549593653249
Mar 27,@dndraaaa,"Benefit apaan? Pulsa main di potong gt aja. PM saya bales dong, jgn lari dari tanggungjawab. Hampir sebulan saya komplain gak ada respon",4,5,15,Indonesian,https://twitter.com/dndraaaa/status/978533057194999808
Mar 27,@elbagoesdw,"benefit saya cukup pulsa yang terpotong bisa kembali lagi, trims",1,1,2,Indonesian,https://twitter.com/elbagoesdw/status/978532429542522880
Mar 27,@HeriWdiarso,Sekejap 50rb habis. padahal pemakain sehari gak ada 200mb. ini 291mb habis gitu aja. #savepulsaku @kemkominfo @rudiantara_id @jokowi @Fahrihamzah @fadlizonpic.twitter.com/RvGFQZdENA,1,0,1,Indonesian,https://twitter.com/HeriWdiarso/status/978528159980175360
Mar 27,@MCA_NUL23,Lalu kenapa ada kta2 abaikan jika sudah? Apakah tidak tau pasti siapa saja yg sudah ter registrasi dengan benar?,1,1,3,Indonesian,https://twitter.com/MCA_NUL23/status/978519114502189056
Mar 27,@haqi_qy,@IndosatCare Min tolong bales DM saya ..Kenapa kartu saya tiba tiba ndk bisa di gunakan,0,0,0,Indonesian,https://twitter.com/haqi_qy/status/978511372743974912
Mar 27,@sanperkasa,"@indosatcare saya beli paket data di counter, sukses masuk ke nomor saya tapi kuotanya ga bisa di pake dan dapet sms dari 363 kalau terjadi kesalahan teknis. bisa dibantu?",1,0,1,Indonesian,https://twitter.com/sanperkasa/status/978494544114151424
Mar 27,@Bombomkum,@IndosatCare apa indosat lagi gangguan? Saya mau transaksi mandiri supply chain tidak bisa bisa dari kemaren.,1,0,0,Indonesian,https://twitter.com/Bombomkum/status/978470332343308288
Mar 27,@BaehakiHariri,"@IndosatCare Kembalikan Pulsa apaan. punya gue lenyap sudah, Gue tanyakan ke @IndosatCare gak di gubris, kan tai.https://twitter.com/detikcom/status/978333350262788096 …",1,0,0,Indonesian,https://twitter.com/BaehakiHariri/status/978420254387855360
Mar 27,@Dwiyantadwi,"@IndosatCare sudah beberapa bulan terakhir di daerah jl.jetis,tawangrejo,bayat,Klaten,Jateng,Indosat tidak ada sinyal sama sekali,blank total. Padahal beberapa bulan sebelumnya meskipun kondisi sinyal nya susah tapi masih bisa di pakai buat telfon dan sms. Tolong di cek.",1,2,2,Indonesian,https://twitter.com/Dwiyantadwi/status/978406886734049282
Mar 27,@ravenerts,"Tengah malam begini, kenapa speed internetnya hanya kisaran 100 sampai 300kb saja? Jangan mentang2 saya tidak pakai Prime, koneksi saya malah diperburuk kondisinya.",0,0,0,Indonesian,https://twitter.com/ravenerts/status/978332264890183680
Mar 26,@Septanus_Dany,"@IndosatCare #prime indosat cocok nih buat para jomblo, biar ada yg ngucapin selamat malam kak selamat beristirahat :*",0,0,1,Indonesian,https://twitter.com/Septanus_Dany/status/978167675053490176
Mar 26,@Firda_Amatul,"@IndosatCare akhir2 ini waktu saya ngisi pulsa untuk telfon, baru aja setelah diisi, pulsanya habis secara tiba2. padahal nggak saya pakai buat internetan atau telfon atau kegiatan lain yg sekiranya bikin pulsa berkurang. Apakah admin bisa membantu? Thx uu",1,1,0,Indonesian,https://twitter.com/Firda_Amatul/status/978166711043018752
Mar 26,@rchm_,Mba sorry ko ak berkalikali ud kirim message. Ak ga bs bs transfer pulsa yah.  Boleh diproses gak?  Transferpulsa 75000 ke 0816736064 makasi sblumnypic.twitter.com/wcbiSDogLz,1,0,0,Indonesian,https://twitter.com/rchm_/status/978158493382320128
Mar 26,@ditasmara,@IndosatCare @IM3Ooredoo yuhuuu indosat..Kenapa mendadak saya berlangganan #indosatprime ? Saya sudah pakai paket freedom yg menggratiskan telp sesama IM3. Jadi saya tidak perlu lagi #indosatprime. Ini namanya keputusan sepihak dan pencurian pulsa. Tolong Kembalikan pulsa saya!!,1,2,2,Indonesian,https://twitter.com/ditasmara/status/978156756336455680
Mar 26,@khasefaMS,"Dear @IndosatCare tersayang, baca nih! Nyuruh DM tapi ga pernah dibales, kalau sampe ga ditanggapin juga, fix lah ganti provider lain aja!pic.twitter.com/YffDAdTcOh",1,0,0,Indonesian,https://twitter.com/khasefaMS/status/978152901540376576
Mar 26,@dyahsheeppo,"Semua komennya bilang 'DM ya' tapi pas di dm, gak dibales wkwkwkwkw",1,1,0,Indonesian,https://twitter.com/dyahsheeppo/status/978123055602982912
Mar 26,@SuryaIbrahim,"2x telfon 185 uda kepotong pulsa tp ga nyambung kan tai indosat ini, saya mau unreg woi!!! Ini hp buat sms telfon doang ga ada internetnya, ngapa lu pake includin internet yg jelas jelas ga gua pakai.pic.twitter.com/cpeEentjdj",0,0,0,Indonesian,https://twitter.com/SuryaIbrahim/status/978118258917228544
Mar 26,@syaninditananda,@IndosatCare indosat kenapa suka no service seeeh:( jaringannya lagi kenapose:(,1,1,1,Indonesian,https://twitter.com/syaninditananda/status/978117312346664961
Mar 26,@fahmimadjid,@IndosatCare hlo min dr kemaren transfer pulsa gagal terus dan muncul keterangan:pic.twitter.com/I6elKsdaXK,1,0,0,Indonesian,https://twitter.com/fahmimadjid/status/978115378105610240
Mar 26,@PapahEndut,"kak indosat, koneksinya dibuat lebih ngacir dong.. supaya saya bisa streaming siaran langsung pertandingan persib di hape..

kalo persib menang, saya terusin lagi langganan indosat ",0,1,0,Indonesian,https://twitter.com/PapahEndut/status/978093995199840256
Mar 26,@ons_neb,untuk jam-jam segini normal min...kmrn2 mulai sore smpe mlm mulai lelet...,1,0,0,Indonesian,https://twitter.com/ons_neb/status/978084990792560640
Mar 26,@OreoAndAndroid,"jgn harap dibalas..
DM saya aja 3hari gk di respon",0,0,1,Indonesian,https://twitter.com/OreoAndAndroid/status/978077511698432001
Mar 26,@fabfebby,"@IndosatCare aplikasi MyIM3 di-update, bilangnya login dipermudah, tapi ini akun saya malah dibilang ke locked. Diverifikasi & masukin kodenya dibilang sistem error. Udah dari semalem nih.pic.twitter.com/WXpmrKEwq2",0,0,0,Indonesian,https://twitter.com/fabfebby/status/978064293328400389
Mar 26,@IndosatCare,"Kak kami sudah DM kakak namun tidak berhasil kak, bisa DM kami utk nomor nya kak? Salam ^Hady",0,0,0,Indonesian,https://twitter.com/IndosatCare/status/977982673674174467
Mar 25,@bayupee,Oiyaa maaf jg atas ketidaktahuan saya. Tapi bos njenengan bilangnya kayak gini. Saya harus gimana? Karna saya jg gak mau pulsa saya diambil tanpa ada persetejuan terlebih dahulu hehepic.twitter.com/AiZufLnyUk,0,0,0,Indonesian,https://twitter.com/bayupee/status/977930776846114816
Mar 25,@diellaprita,"@IndosatCare min saya tidak mau masuk dalam layanan indosat prime, saya unreg tidak bisa, katanya bisa dioffkan lewat twitter, tlg di offkan, saya tunggu kabar baiknya.pic.twitter.com/tcUfrFCZ2v",1,0,0,Indonesian,https://twitter.com/diellaprita/status/977910444940713984
Mar 25,@herrysw,Ayo baca ini dulu. Pernyataan resmi dari Indosat lho itu.https://twitter.com/herrysw/status/977832837192695808?s=19 …,3,2,3,Indonesian,https://twitter.com/herrysw/status/977875594795888640
Mar 25,@domnacn,@IndosatCare @myXLCare @Telkomsel @ask_AXIS serentak gangguan kalian janjian ?,1,1,0,Indonesian,https://twitter.com/domnacn/status/977852485963362304
Mar 25,@nuzuliasudarso,"@IndosatCare Kak boleh minta penjelasan nya? 
Tgl 18 Maret pukul 10.23 saya sudah terdaftar paket Yellow sampai tgl 19. Tapi kenapa pukul 10.27 saya mengaktifkan mobile data pulsa saya tersedot semua? Seharusnya saya sudah bisa memakai internet jam sekian. Kenapa masih tersedot?pic.twitter.com/dAVb07uGAq",1,0,0,Indonesian,https://twitter.com/nuzuliasudarso/status/977810058435215360
Mar 25,@yemimaidr,"@IndosatCare hallo sy sudah daftar pkt freedom combo,waktu sy aktifkan spotify premium di 99812 kok tidak bisa ya? begini teruspic.twitter.com/OHp1dU86xv",0,0,0,Indonesian,https://twitter.com/yemimaidr/status/977764030164090881
Mar 25,@egabcde9a,"@kafi_kh @ayumpus @jelitaraisa @ariesf19 @FaizAhmadZ @Faizin521 @X_13bless @Kimty04357683 @rosarhmni @fadilnurrahman2 @Privideniya_TL @ichanisa_13 @alfiadamayantii @nisafrd @mikeofmonk sebagian kecil korban yg 24jam terakhir mention indosat terkait pulsa disedot, HELP! @YLKI_ID",3,3,0,Indonesian,https://twitter.com/egabcde9a/status/977606157597462529
Mar 24,@AnandaF24,Tolong dong buat indosat Ping Game Harus Lebih Di Stabilkan lagi dan juga kualitas keceptannya percuma kalo punya kuota banyak kalo kecepatan jaringan buruk.,0,0,2,Indonesian,https://twitter.com/AnandaF24/status/977575153537183745
Mar 24,@yanthosac,"@kemkominfo @aduanBRTI @YLKI_ID Tolong Indosat berhentikan layanan Sedot pulsa ""PRIMEJOY""!!, jangan seenak ngambil pulsa orang ya tanpa pemberitahuan, perasaan saya tidak pernah ikutan layanan sms kaya gitu!",0,1,2,Indonesian,https://twitter.com/yanthosac/status/977558974106017794
Mar 24,@ricoadhis,Ini pulsa kenapa kepotong tiba2 padahal ga aktivasi prime joy sama sekali!! Maling ini indosat,0,0,1,Indonesian,https://twitter.com/ricoadhis/status/977551049522204672
Mar 24,@actives,@IndosatCare min gimana nih daftar paket pulsa kepotong pkt nya ga jalan,1,0,0,Indonesian,https://twitter.com/actives/status/977541038247067650
Mar 24,@getmik8,"@IndosatCare @YLKI_ID ini kenapa indosat tiba2 memberikan layanan prime dengan motong pulsa padahal saya tidak pernah mendaftar, apa ini metode curi pulsa terbaru dan legal, termasuk dalam pungli. @jokowi pak presiden tolong tertibkan pungli terselubung seperti ini. saber pungli",1,0,1,Indonesian,https://twitter.com/getmik8/status/977533636315463680
Mar 24,@iamlimwilliam,"@IndosatCare @kemkominfo @detikcom Sudah masuk detik tuh, pencurian pulsa berkedok layanan ""prime"" dari Indosat, ramai ramai lapor biar perusahaan ini ditindak oleh pihak terkait, Kementrian Kominfo harusnya turun tangan menindak indosat",1,6,2,Indonesian,https://twitter.com/iamlimwilliam/status/977533636005130240
Mar 24,@Aglis15,"@IndosatCare 
Ini maksudnya apa SAT pencuri berwajah malaikat kah provider Indosat,siang tadi saya beli pulsa 5000 & saya daftar kan paket yellow 1 GB 3 hari dan berhasil,namun berselang 15 menit kemudian saya dapat SMS dari Indosat yg berbunyi ""Kamu internetan dg tarif perKB,pic.twitter.com/yiEBHkCdbT",1,1,0,Indonesian,https://twitter.com/Aglis15/status/977524727592841219
Mar 24,@Auuwww,Tolong di hentikan ya..alasan pelanggan terpilih (kasarnya pemaksaan ini),1,0,1,Indonesian,https://twitter.com/Auuwww/status/977522360289959936
